/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR465855-depth,54924002,4910671831
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146799-depth,28757712,1591664960
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR470000-depth,57550147,5591551627
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR458567-depth,57360675,5368914837
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146890-depth,52597033,279193982
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR460038-depth,58516002,5570693923
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146837-depth,60098502,6780589635
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146771-depth,59376069,4601750937
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR476413-depth,68581327,9856649710
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146758-depth,51247224,249132548
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146971-depth,54787178,289321643
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR478005-depth,67163447,9882030535
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR468985-depth,71736426,10514253125
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR468505-depth,74846898,11216947106
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR473924-depth,69746373,10557204097
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR466817-depth,59721175,5931514705
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146917-depth,47613041,4216599088
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR458705-depth,61758757,6223659917
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR458591-depth,59383057,5942612204
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR471733-depth,68961479,9290996520
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146911-depth,51544788,253748927
/public/home/liuxs/ncbi/dbGaP-16533/dnaseq/BQSR/bqsrbam/depth/SRR3146792-depth,60757902,5141994632
